no,troncon_associe,nom,type,description,cours_eau,superficie,latitude,longitude,regime,etat,lien_historique,lien_suivi_hydro,prev_hydrologique,prev_hydraulique,debut,fin,combinaison
"023004","SLSO02542","Boyer","Débit","à 0,1 km en aval du pont de train à Saint-Charles de Bellechasse","Boyer, Rivière",191.0,46.8158333333,-70.9006111111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023004","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023004","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023004","S.O.",1996,"",""
"023005","SLSO02550","Boyer Nord","Débit","à Saint-Henri","Boyer Nord, Rivière",30.6,46.7030277778,-71.002,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023005","S.O.","S.O.","S.O.",1996,2005,""
"023006","SLSO02553","Boyer Sud","Débit","à 30 m en aval du ponçeau du premier rang de Saint-Gervais","Boyer Sud, Rivière",21.4,46.6869928849,-70.9307638411,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023006","S.O.","S.O.","S.O.",1999,2006,""
"023007","SLSO02544","Du Portage","Débit","au pont-route à 3.0 km au Nord-Est de Saint-Charles","Portage, Ruisseau du",19.9,46.7928888889,-70.9118611111,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023007","S.O.","S.O.","S.O.",1999,2008,""
"023101","SLSO02598","Du Sud","Débit","à 0,2 km en aval du pont-route à Arthurville","Sud, Rivière du",826.0,46.8278071216,-70.7575157453,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023101","S.O.","S.O.","S.O.",1923,1966,"023106, 023101"
"023103","-","Du Sud","Niveau","au pont-route à 0,2 km en amont du bras Saint-Nicolas","Sud, Rivière du",1280.0,46.9791666667,-70.5561111111,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023103","S.O.","S.O.","S.O.",1964,1966,""
"023104","-","Bras Saint-Nicolas","Niveau","à 0,2 km de la rivière du Sud","Saint-Nicolas, Bras",642.0,46.9786111111,-70.5538888889,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023104","S.O.","S.O.","S.O.",1923,1985,""
"023106","SLSO02599","Du Sud","Débit","à 1,0 km en amont du pont du Rang du Sault à Saint-Raphaël","Sud, Rivière du",821.0,46.8201055556,-70.7563111111,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023106","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023106","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023106","S.O.",1966,"","023106, 023101"
"023108","-","Bras Saint-Nicolas","Débit","8 km en amont de la confluence avec la rivière du Sud au pont-route Bellavance","Saint-Nicolas, Bras",494.5,47.0073,-70.4766,"À déterminer","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023108","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023108","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023108","S.O.",2023,"",""
"023301","SLSO02389","Etchemin","Débit","à 8,7 km en amont du pont-route 173 à Saint-Henri-de-Lévis","Etchemin, Rivière",1130.0,46.6355851601,-71.0441958391,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023301","S.O.","S.O.","S.O.",1927,1979,"023303, 023301"
"023303","SLSO02388","Etchemin","Débit","au pont-route 173 à Saint-Henri-de-Lévis","Etchemin, Rivière",1152.0,46.6912777778,-71.068,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023303","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023303","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023303","S.O.",1980,"","023303, 023301"
"023305","-","Fourchette","Débit","sur la branche # 52  (George Lagueux)","Fourchette, Ruisseau",1.9,46.6292222222,-71.1022777778,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023305","S.O.","S.O.","S.O.",2001,2007,""
"023306","SLSO02456","Etchemin","Débit et Niveau","en aval du pont-route 277 à la municipalité de Lac-Etchemin","Etchemin, Rivière",181.0,46.42338,-70.56078,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023306","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023306","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023306","S.O.",2022,"",""
"023401","SLSO00585","Beaurivage","Débit","à 1,1 km en aval du pont route 171 à Saint-Étienne","Beaurivage, Rivière",708.0,46.6569166667,-71.2887777778,"Non Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023401","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023401","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023401","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",1925,"",""
"023402","SLSO00025","Chaudière","Débit et Niveau","au pont-route 218 à Saint-Lambert-de-Lauzon","Chaudière, Rivière",5820.0,46.5869444444,-71.2136111111,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023402","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023402","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023402","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",1915,"",""
"023403","SLSO00306","Chaudière","Débit","à 0,2 km en aval du ruisseau Drolet","Chaudière, Rivière",1170.0,45.6916923511,-70.785310466,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023403","S.O.","S.O.","S.O.",1915,1983,""
"023404","-","Chaudière","Niveau","au pont-route 173 à Vallée-Jonction","Chaudière, Rivière",5390.0,46.3739170583,-70.9280846225,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023404","S.O.","S.O.","S.O.",1963,1972,""
"023405","-","Chaudière","Niveau","au pont-route 108 à Beauceville","Chaudière, Rivière",4190.0,46.2105821001,-70.774747744,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023405","S.O.","S.O.","S.O.",1963,1972,""
"023406","-","Chaudière","Niveau","au pont-route 171 à Scott-Jonction","Chaudière, Rivière",5720.0,46.5039185006,-71.0730877699,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023406","S.O.","S.O.","S.O.",1915,1982,""
"023407","-","Chaudière","Niveau","au pont-route à Sainte-Marie","Chaudière, Rivière",5570.0,46.4369444444,-71.0216666667,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023407","S.O.","S.O.","S.O.",1924,2003,""
"023408","-","Chaudière","Niveau","au pont-route à Saint-Joseph-de-Beauce","Chaudière, Rivière",5180.0,46.3078056267,-70.8850282446,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023408","S.O.","S.O.","S.O.",1915,1982,""
"023409","-","Barrage Mégantic","Niveau","au lac Mégantic à Lac-Mégantic","Mégantic, Lac",781.0,45.5731,-70.8804,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023409","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023409","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",1920,"",""
"023412","-","Gunn","Niveau","au pont-route à Marsboro","Gunn, Ruisseau",27.1,45.5372484352,-70.9428190474,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023412","S.O.","S.O.","S.O.",1966,1972,""
"023413","-","Chaudière","Niveau","au pont-route à Saint-Georges","Chaudière, Rivière",3090.0,46.1180812148,-70.6725218735,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023413","S.O.","S.O.","S.O.",1963,1972,""
"023417","-","Chaudière","Niveau","à 5,1 km en aval du pont-route à Sainte-Marie","Chaudière, Rivière",5670.0,46.4636405388,-71.0580881725,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023417","S.O.","S.O.","S.O.",1964,1971,""
"023418","-","Chaudière","Niveau","à 5,5 km en aval du pont-route 108 à Beauceville","Chaudière, Rivière",4210.0,46.2469714228,-70.8166931408,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023418","S.O.","S.O.","S.O.",1964,1972,""
"023421","SLSO00105","Bras Saint-Victor","Débit","à 10,5 km de la rivière Chaudière","Saint-Victor, Bras",663.0,46.2016939507,-70.8933631453,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023421","S.O.","S.O.","S.O.",1964,1972,""
"023422","SLSO00160","Famine","Débit","à 6,3 km en amont du pont-route 173 à Saint-Georges","Famine, Rivière",696.0,46.1668972222,-70.6391916667,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023422","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023422","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023422","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",1964,"",""
"023424","-","Chaudière","Niveau","à 3,4 km en aval du ruisseau Drolet","Chaudière, Rivière",1180.0,45.7075255745,-70.7625316367,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023424","S.O.","S.O.","S.O.",1965,1968,""
"023425","SLSO00205","Veilleux","Débit","à 17,7 km de la rivière Famine","Veilleux, Rivière",108.0,46.2719692394,-70.3875095334,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023425","S.O.","S.O.","S.O.",1938,1946,""
"023426","SLSO00141","Chaudière","Débit","à 4,7 km en amont du pont-route 108 à Beauceville","Chaudière, Rivière",4090.0,46.2011374419,-70.744469088,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023426","S.O.","S.O.","S.O.",1965,1981,""
"023428","SLSO00460","Du Loup","Débit","au pont-route à Saint-Côme--Linière","Loup, Rivière du",806.0,46.060256,-70.532446,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023428","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023428","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023428","S.O.",1967,"",""
"023429","SLSO00246","Chaudière","Débit","à 0,1 km en aval du barrage Sartigan","Chaudière, Rivière",3085.0,46.0963888889,-70.6544444444,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023429","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023429","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023429","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",1969,"",""
"023430","-","Barrage Sartigan","Niveau","sur la rivière Chaudière à Saint-Georges","Chaudière, Rivière",3070.0,46.0966666667,-70.6533333333,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023430","S.O.","S.O.","S.O.",1968,2010,"023446, 023430"
"023432","SLSO00633","Bras d'Henri","Débit","à 2,3 km de la Beaurivage","Henri, Bras d'",154.0,46.5401946182,-71.340122397,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023432","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023432","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023432","S.O.",1972,"",""
"023433","SLSO00498","Du Loup","Débit","à 1,6 km en amont de la rivière du Portage","Loup, Rivière du",380.0,45.9466907503,-70.4591834982,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023433","S.O.","S.O.","S.O.",1972,1986,""
"023434","-","À la Truite","Débit","à 0,2 km de la rivière Chaudière","Truite, Rivière à la",48.1,45.9003024837,-70.6289122356,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023434","S.O.","S.O.","S.O.",1972,1978,""
"023435","-","Pozer","Débit","à 1,3 km de la rivière Chaudière","Pozer, Rivière",149.0,46.1194703046,-70.6958562962,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023435","S.O.","S.O.","S.O.",1972,1978,""
"023436","SLSO00222","Des Abénaquis","Débit","en aval du pont-route 204","Abénaquis, Rivière des",152.0,46.2233585707,-70.5208482878,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023436","S.O.","S.O.","S.O.",1972,1978,""
"023437","SLSO00395","Arnold","Débit","à 1,3 km en amont de la Clinton","Arnold, Rivière",141.0,45.4133596338,-70.8658728878,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023437","S.O.","S.O.","S.O.",1972,1978,""
"023438","SLSO00055","Nadeau","Débit","à 0,6 km de la rivière Chaudière","Nadeau, Rivière",40.1,46.3830839439,-70.9578078191,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023438","S.O.","S.O.","S.O.",1972,1978,""
"023440","SLSO00280","Samson","Débit","au pont-route à 2,9 km en aval de la rivière du Barrage","Samson, Rivière",114.0,45.7005804567,-70.6650277405,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023440","S.O.","S.O.","S.O.",1972,1986,""
"023442","-","Des Îles Brulées","Débit","à Saint-Bernard","Îles Brûlées, Rivière des",25.0,46.5079210641,-71.1529277301,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023442","S.O.","S.O.","S.O.",1999,2007,""
"023443","SLSO00635","Bras d'Henri","Débit","à 0.5 km en amont du pont route St-Michel","Henri, Bras d'",47.4,46.5088055556,-71.2178888889,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023443","S.O.","S.O.","S.O.",1999,2006,"023445, 023443"
"023444","SLSO00064","Morency","Débit","à 0.8km de la route 112 au pont du 3e Rang","Morency, Rivière",23.68,46.3965699588,-70.8794277354,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023444","S.O.","S.O.","S.O.",2002,2006,""
"023445","SLSO00635","Bras d'Henri","Débit","à 0.7 km en amont du pont route St-Michel","Henri, Bras d'",46.3,46.5068888889,-71.2123055556,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023445","S.O.","S.O.","S.O.",2006,2013,"023445, 023443"
"023446","-","Barrage Sartigan","Niveau","à 0.2 km en amont du barrage Sartigan","Chaudière, Rivière",3074.0,46.0959416667,-70.6507361111,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023446","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023446","S.O.","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",2010,"","023446, 023430"
"023452","-","Des Hamel","Débit","100m en aval du pont de la route 108","Des Hamel, Rivière",75.7,46.073264,-70.952644,"À déterminer","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023452","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023452","S.O.","S.O.",2023,"",""
"030431","MONT00590","Lacolle","Débit","à Lacolle à 50 m en aval du pont-route de l'Église Sud","Lacolle, Rivière",118.25,45.080286,-73.371776,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030431","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030431","S.O.","S.O.",2020,"",""
"040241","OUTV00133","Rouge","Débit","à 8 km en aval de la ville de Rivière-Rouge","Rouge, Rivière",1944.6,46.3648,-74.8168,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040241","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040241","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040241","S.O.",2020,"",""
"023450","SLSO00621","Beaurivage","Débit","au pont-route Saint-Charles à Saint-Patrice-de-Beaurivage","Beaurivage, Rivière",95.42,46.411472,-71.244272,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023450","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023450","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023450","S.O.",2020,"",""
"023451","-","Bras Saint-Victor","Niveau","à 3.5 km en aval de La Guadeloupe","Saint-Victor, Bras",91.51,45.998221,-70.91796,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023451","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023451","S.O.","S.O.",2020,"",""
"023501","SLSO00666","Beaudet","Débit","à 2,4 km en amont du pont-route 132","Beaudet, Ruisseau",66.7,46.6478117226,-71.5928287141,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023501","S.O.","S.O.","S.O.",1972,1978,""
"023701","SLSO00710","Petite rivière du Chêne","Débit","au pont-route à Parisville","Chêne, Petite rivière du",356.0,46.5004444444,-72.1083333333,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023701","S.O.","S.O.","S.O.",1972,2007,"023702, 023701"
"023702","SLSO00708","Petite rivière du Chêne","Débit","à 250 m du pont-route 265 à Deschaillons","Chêne, Petite rivière du",385.0,46.5405555556,-72.0934444444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023702","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023702","S.O.","S.O.",2007,"","023702, 023701"
